,LDS,No.,Date,Sale,PLACE,Status,COUNTRY,QUALITY,Currency,P/O. No.,Qnt/40ft,Supplier,Order qnt,Loaded qnt,PRICE QUOTE,Shipped qnt,Product Code,Product Name,Commission % ,Customer Code,Main material,Name Customer, Order in Cont.,Loaded in Cont.,SALES Amount US$,SALES Unitpr US$,Shipped in Cont.,To Be Shipped qnt,SHIPPED AMOUNT IN USD,To Be Shipped in Cont.,COMMISSION AMOUNT IN USD,TOTAL SALES AMOUNT IN USD,Commission Unitprice in USD,TO BE SHIPPED AMOUNT IN USD, SALES FOB UNIT PRICE  in USD,Commission Unit price in USD (of USD order)
0,2020-10-02T00:00:00,1,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31062VN,338,DL2-01-VBD,4,4,001/DL2/2020-2021,4,B123-23,CHÂN CONG GIƯỜNG KING ,0,PKV,NONE,PILLOW KINGDOM,0.011834319526627219,0.011834319526627219,189.48,47.37,0.011834319526627219,0,189.48,0.0,0,189.48,0,0.0,47.37,0
1,2020-10-02T00:00:00,2,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31063VN,338,DL2-01-VBD,4,4,001/DL2/2020-2021,4,B123-23,CHÂN CONG GIƯỜNG KING ,0,PKV,NONE,PILLOW KINGDOM,0.011834319526627219,0.011834319526627219,189.48,47.37,0.011834319526627219,0,189.48,0.0,0,189.48,0,0.0,47.37,0
2,2020-10-02T00:00:00,3,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31064VN,338,DL2-01-VBD,4,4,001/DL2/2020-2021,4,B123-23,CHÂN CONG GIƯỜNG KING ,0,PKV,NONE,PILLOW KINGDOM,0.011834319526627219,0.011834319526627219,189.48,47.37,0.011834319526627219,0,189.48,0.0,0,189.48,0,0.0,47.37,0
3,2020-10-22T00:00:00,4,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31066VN,338,DL2-01-VBD,14,14,001/DL2/2020-2021,14,B123-23,CHÂN CONG GIƯỜNG KING ,0,PKV,NONE,PILLOW KINGDOM,0.04142011834319527,0.04142011834319527,663.18,47.37,0.04142011834319527,0,663.18,0.0,0,663.18,0,0.0,47.37,0
4,2020-10-22T00:00:00,5,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31065VN,338,DL2-01-VBD,4,4,001/DL2/2020-2021,4,B123-23,CHÂN CONG GIƯỜNG KING ,0,PKV,NONE,PILLOW KINGDOM,0.011834319526627219,0.011834319526627219,189.48,47.37,0.011834319526627219,0,189.48,0.0,0,189.48,0,0.0,47.37,0
5,2020-10-22T00:00:00,6,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31065VN,338,DL2-01-VBD,24,24,001/DL2/2020-2021,24,B123-13,CHÂN CONG GIƯỜNG QUEEN ,0,PKV,NONE,PILLOW KINGDOM,0.07100591715976332,0.07100591715976332,1136.8799999999999,47.37,0.07100591715976332,0,1136.8799999999999,0.0,0,1136.8799999999999,0,0.0,47.37,0
6,2020-10-22T00:00:00,7,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31066VN,338,DL2-01-VBD,23,23,001/DL2/2020-2021,23,B123-13,CHÂN CONG GIƯỜNG QUEEN ,0,PKV,NONE,PILLOW KINGDOM,0.06804733727810651,0.06804733727810651,1089.51,47.37,0.06804733727810651,0,1089.51,0.0,0,1089.51,0,0.0,47.37,0
7,2020-10-02T00:00:00,8,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31064VN,338,DL2-01-VBD,24,24,001/DL2/2020-2021,24,B123-13,CHÂN CONG GIƯỜNG QUEEN ,0,PKV,NONE,PILLOW KINGDOM,0.07100591715976332,0.07100591715976332,1136.8799999999999,47.37,0.07100591715976332,0,1136.8799999999999,0.0,0,1136.8799999999999,0,0.0,47.37,0
8,2020-10-02T00:00:00,9,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31063VN,338,DL2-01-VBD,24,24,001/DL2/2020-2021,24,B123-13,CHÂN CONG GIƯỜNG QUEEN ,0,PKV,NONE,PILLOW KINGDOM,0.07100591715976332,0.07100591715976332,1136.8799999999999,47.37,0.07100591715976332,0,1136.8799999999999,0.0,0,1136.8799999999999,0,0.0,47.37,0
9,2020-10-02T00:00:00,10,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31062VN,338,DL2-01-VBD,24,24,001/DL2/2020-2021,24,B123-13,CHÂN CONG GIƯỜNG QUEEN ,0,PKV,NONE,PILLOW KINGDOM,0.07100591715976332,0.07100591715976332,1136.8799999999999,47.37,0.07100591715976332,0,1136.8799999999999,0.0,0,1136.8799999999999,0,0.0,47.37,0
10,2020-10-02T00:00:00,11,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31062VN,338,DL2-01-VBD,8,8,001/DL2/2020-2021,8,B123-33,Chân Giương Full ,0,PKV,NONE,PILLOW KINGDOM,0.023668639053254437,0.023668639053254437,378.96,47.37,0.023668639053254437,0,378.96,0.0,0,378.96,0,0.0,47.37,0
11,2020-10-02T00:00:00,12,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31063VN,338,DL2-01-VBD,8,8,001/DL2/2020-2021,8,B123-33,Chân Giương Full ,0,PKV,NONE,PILLOW KINGDOM,0.023668639053254437,0.023668639053254437,378.96,47.37,0.023668639053254437,0,378.96,0.0,0,378.96,0,0.0,47.37,0
12,2020-10-02T00:00:00,13,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31064VN,338,DL2-01-VBD,8,8,001/DL2/2020-2021,8,B123-33,Chân Giương Full ,0,PKV,NONE,PILLOW KINGDOM,0.023668639053254437,0.023668639053254437,378.96,47.37,0.023668639053254437,0,378.96,0.0,0,378.96,0,0.0,47.37,0
13,2020-10-22T00:00:00,14,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31066VN,338,DL2-01-VBD,7,7,001/DL2/2020-2021,7,B123-33,Chân Giương Full ,0,PKV,NONE,PILLOW KINGDOM,0.020710059171597635,0.020710059171597635,331.59,47.37,0.020710059171597635,0,331.59,0.0,0,331.59,0,0.0,47.37,0
14,2020-10-22T00:00:00,15,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31065VN,338,DL2-01-VBD,8,8,001/DL2/2020-2021,8,B123-33,Chân Giương Full ,0,PKV,NONE,PILLOW KINGDOM,0.023668639053254437,0.023668639053254437,378.96,47.37,0.023668639053254437,0,378.96,0.0,0,378.96,0,0.0,47.37,0
15,2020-10-22T00:00:00,16,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31065VN,245,DL2-01-VBD,8,8,001/DL2/2020-2021,8,B123-31,Đầu Cao Giường Full ,0,PKV,NONE,PILLOW KINGDOM,0.0326530612244898,0.0326530612244898,369.92,46.24,0.0326530612244898,0,369.92,0.0,0,369.92,0,0.0,46.24,0
16,2020-10-22T00:00:00,17,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31066VN,245,DL2-01-VBD,4,4,001/DL2/2020-2021,4,B123-31,Đầu Cao Giường Full ,0,PKV,NONE,PILLOW KINGDOM,0.0163265306122449,0.0163265306122449,184.96,46.24,0.0163265306122449,0,184.96,0.0,0,184.96,0,0.0,46.24,0
17,2020-10-02T00:00:00,18,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31064VN,245,DL2-01-VBD,8,8,001/DL2/2020-2021,8,B123-31,Đầu Cao Giường Full ,0,PKV,NONE,PILLOW KINGDOM,0.0326530612244898,0.0326530612244898,369.92,46.24,0.0326530612244898,0,369.92,0.0,0,369.92,0,0.0,46.24,0
18,2020-10-02T00:00:00,19,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31063VN,245,DL2-01-VBD,8,8,001/DL2/2020-2021,8,B123-31,Đầu Cao Giường Full ,0,PKV,NONE,PILLOW KINGDOM,0.0326530612244898,0.0326530612244898,369.92,46.24,0.0326530612244898,0,369.92,0.0,0,369.92,0,0.0,46.24,0
19,2020-10-02T00:00:00,20,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31062VN,245,DL2-01-VBD,8,8,001/DL2/2020-2021,8,B123-31,Đầu Cao Giường Full ,0,PKV,NONE,PILLOW KINGDOM,0.0326530612244898,0.0326530612244898,369.92,46.24,0.0326530612244898,0,369.92,0.0,0,369.92,0,0.0,46.24,0
20,2020-10-02T00:00:00,21,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31062VN,237,DL2-01-VBD,24,24,001/DL2/2020-2021,24,B123-11,Đầu cao giường Queen ,0,PKV,NONE,PILLOW KINGDOM,0.10126582278481013,0.10126582278481013,1161.6,48.4,0.10126582278481013,0,1161.6,0.0,0,1161.6,0,0.0,48.4,0
21,2020-10-02T00:00:00,22,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31063VN,237,DL2-01-VBD,24,24,001/DL2/2020-2021,24,B123-11,Đầu cao giường Queen ,0,PKV,NONE,PILLOW KINGDOM,0.10126582278481013,0.10126582278481013,1161.6,48.4,0.10126582278481013,0,1161.6,0.0,0,1161.6,0,0.0,48.4,0
22,2020-10-02T00:00:00,23,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31064VN,237,DL2-01-VBD,24,24,001/DL2/2020-2021,24,B123-11,Đầu cao giường Queen ,0,PKV,NONE,PILLOW KINGDOM,0.10126582278481013,0.10126582278481013,1161.6,48.4,0.10126582278481013,0,1161.6,0.0,0,1161.6,0,0.0,48.4,0
23,2020-10-22T00:00:00,24,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31066VN,237,DL2-01-VBD,19,19,001/DL2/2020-2021,19,B123-11,Đầu cao giường Queen ,0,PKV,NONE,PILLOW KINGDOM,0.08016877637130802,0.08016877637130802,919.6,48.4,0.08016877637130802,0,919.6,0.0,0,919.6,0,0.0,48.4,0
24,2020-10-22T00:00:00,25,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31065VN,237,DL2-01-VBD,24,24,001/DL2/2020-2021,24,B123-11,Đầu cao giường Queen ,0,PKV,NONE,PILLOW KINGDOM,0.10126582278481013,0.10126582278481013,1161.6,48.4,0.10126582278481013,0,1161.6,0.0,0,1161.6,0,0.0,48.4,0
25,2020-10-22T00:00:00,26,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31065VN,209,DL2-01-VBD,4,4,001/DL2/2020-2021,4,B123-21,ĐẦU CAO KING ,0,PKV,NONE,PILLOW KINGDOM,0.019138755980861243,0.019138755980861243,238.88,59.72,0.019138755980861243,0,238.88,0.0,0,238.88,0,0.0,59.72,0
26,2020-10-22T00:00:00,27,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31066VN,209,DL2-01-VBD,4,4,001/DL2/2020-2021,4,B123-21,ĐẦU CAO KING ,0,PKV,NONE,PILLOW KINGDOM,0.019138755980861243,0.019138755980861243,238.88,59.72,0.019138755980861243,0,238.88,0.0,0,238.88,0,0.0,59.72,0
27,2020-10-02T00:00:00,28,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31064VN,209,DL2-01-VBD,4,4,001/DL2/2020-2021,4,B123-21,ĐẦU CAO KING ,0,PKV,NONE,PILLOW KINGDOM,0.019138755980861243,0.019138755980861243,238.88,59.72,0.019138755980861243,0,238.88,0.0,0,238.88,0,0.0,59.72,0
28,2020-10-02T00:00:00,29,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31063VN,209,DL2-01-VBD,4,4,001/DL2/2020-2021,4,B123-21,ĐẦU CAO KING ,0,PKV,NONE,PILLOW KINGDOM,0.019138755980861243,0.019138755980861243,238.88,59.72,0.019138755980861243,0,238.88,0.0,0,238.88,0,0.0,59.72,0
29,2020-10-02T00:00:00,30,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31062VN,209,DL2-01-VBD,4,4,001/DL2/2020-2021,4,B123-21,ĐẦU CAO KING ,0,PKV,NONE,PILLOW KINGDOM,0.019138755980861243,0.019138755980861243,238.88,59.72,0.019138755980861243,0,238.88,0.0,0,238.88,0,0.0,59.72,0
30,2020-10-02T00:00:00,31,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31062VN,588,DL2-01-VBD,24,24,001/DL2/2020-2021,24,B123-12,Đâu Thấp + Bộ vạt giường Queen ,0,PKV,NONE,PILLOW KINGDOM,0.04081632653061224,0.04081632653061224,975.1200000000001,40.63,0.04081632653061224,0,975.1200000000001,0.0,0,975.1200000000001,0,0.0,40.63,0
31,2020-10-02T00:00:00,32,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31063VN,588,DL2-01-VBD,24,24,001/DL2/2020-2021,24,B123-12,Đâu Thấp + Bộ vạt giường Queen ,0,PKV,NONE,PILLOW KINGDOM,0.04081632653061224,0.04081632653061224,975.1200000000001,40.63,0.04081632653061224,0,975.1200000000001,0.0,0,975.1200000000001,0,0.0,40.63,0
32,2020-10-02T00:00:00,33,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31064VN,588,DL2-01-VBD,24,24,001/DL2/2020-2021,24,B123-12,Đâu Thấp + Bộ vạt giường Queen ,0,PKV,NONE,PILLOW KINGDOM,0.04081632653061224,0.04081632653061224,975.1200000000001,40.63,0.04081632653061224,0,975.1200000000001,0.0,0,975.1200000000001,0,0.0,40.63,0
33,2020-10-22T00:00:00,34,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31066VN,588,DL2-01-VBD,27,27,001/DL2/2020-2021,27,B123-12,Đâu Thấp + Bộ vạt giường Queen ,0,PKV,NONE,PILLOW KINGDOM,0.04591836734693878,0.04591836734693878,1097.01,40.63,0.04591836734693878,0,1097.01,0.0,0,1097.01,0,0.0,40.63,0
34,2020-10-22T00:00:00,35,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31065VN,588,DL2-01-VBD,24,24,001/DL2/2020-2021,24,B123-12,Đâu Thấp + Bộ vạt giường Queen ,0,PKV,NONE,PILLOW KINGDOM,0.04081632653061224,0.04081632653061224,975.1200000000001,40.63,0.04081632653061224,0,975.1200000000001,0.0,0,975.1200000000001,0,0.0,40.63,0
35,2020-10-22T00:00:00,36,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31065VN,642,DL2-01-VBD,8,8,001/DL2/2020-2021,8,B123-32,Đàu thấp giường Full + bộ vạt giường ,0,PKV,NONE,PILLOW KINGDOM,0.012461059190031152,0.012461059190031152,271.44,33.93,0.012461059190031152,0,271.44,0.0,0,271.44,0,0.0,33.93,0
36,2020-10-22T00:00:00,37,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31066VN,642,DL2-01-VBD,8,8,001/DL2/2020-2021,8,B123-32,Đàu thấp giường Full + bộ vạt giường ,0,PKV,NONE,PILLOW KINGDOM,0.012461059190031152,0.012461059190031152,271.44,33.93,0.012461059190031152,0,271.44,0.0,0,271.44,0,0.0,33.93,0
37,2020-10-02T00:00:00,38,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31064VN,642,DL2-01-VBD,8,8,001/DL2/2020-2021,8,B123-32,Đàu thấp giường Full + bộ vạt giường ,0,PKV,NONE,PILLOW KINGDOM,0.012461059190031152,0.012461059190031152,271.44,33.93,0.012461059190031152,0,271.44,0.0,0,271.44,0,0.0,33.93,0
38,2020-10-02T00:00:00,39,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31063VN,642,DL2-01-VBD,8,8,001/DL2/2020-2021,8,B123-32,Đàu thấp giường Full + bộ vạt giường ,0,PKV,NONE,PILLOW KINGDOM,0.012461059190031152,0.012461059190031152,271.44,33.93,0.012461059190031152,0,271.44,0.0,0,271.44,0,0.0,33.93,0
39,2020-10-02T00:00:00,40,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31062VN,642,DL2-01-VBD,8,8,001/DL2/2020-2021,8,B123-32,Đàu thấp giường Full + bộ vạt giường ,0,PKV,NONE,PILLOW KINGDOM,0.012461059190031152,0.012461059190031152,271.44,33.93,0.012461059190031152,0,271.44,0.0,0,271.44,0,0.0,33.93,0
40,2020-10-02T00:00:00,41,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31062VN,476,DL2-01-VBD,4,4,001/DL2/2020-2021,4,B123-22,ĐẦU THẤP KING ,0,PKV,NONE,PILLOW KINGDOM,0.008403361344537815,0.008403361344537815,185.36,46.34,0.008403361344537815,0,185.36,0.0,0,185.36,0,0.0,46.34,0
41,2020-10-02T00:00:00,42,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31063VN,476,DL2-01-VBD,4,4,001/DL2/2020-2021,4,B123-22,ĐẦU THẤP KING ,0,PKV,NONE,PILLOW KINGDOM,0.008403361344537815,0.008403361344537815,185.36,46.34,0.008403361344537815,0,185.36,0.0,0,185.36,0,0.0,46.34,0
42,2020-10-02T00:00:00,43,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31064VN,476,DL2-01-VBD,4,4,001/DL2/2020-2021,4,B123-22,ĐẦU THẤP KING ,0,PKV,NONE,PILLOW KINGDOM,0.008403361344537815,0.008403361344537815,185.36,46.34,0.008403361344537815,0,185.36,0.0,0,185.36,0,0.0,46.34,0
43,2020-10-22T00:00:00,44,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31066VN,476,DL2-01-VBD,4,4,001/DL2/2020-2021,4,B123-22,ĐẦU THẤP KING ,0,PKV,NONE,PILLOW KINGDOM,0.008403361344537815,0.008403361344537815,185.36,46.34,0.008403361344537815,0,185.36,0.0,0,185.36,0,0.0,46.34,0
44,2020-10-22T00:00:00,45,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31065VN,476,DL2-01-VBD,4,4,001/DL2/2020-2021,4,B123-22,ĐẦU THẤP KING ,0,PKV,NONE,PILLOW KINGDOM,0.008403361344537815,0.008403361344537815,185.36,46.34,0.008403361344537815,0,185.36,0.0,0,185.36,0,0.0,46.34,0
45,2020-10-22T00:00:00,46,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31065VN,519,DL2-01-VBD,7,7,001/DL2/2020-2021,7,B123-04,khung gương ,0,PKV,NONE,PILLOW KINGDOM,0.01348747591522158,0.01348747591522158,259.7,37.1,0.01348747591522158,0,259.7,0.0,0,259.7,0,0.0,37.1,0
46,2020-10-22T00:00:00,47,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31066VN,519,DL2-01-VBD,9,9,001/DL2/2020-2021,9,B123-04,khung gương ,0,PKV,NONE,PILLOW KINGDOM,0.017341040462427744,0.017341040462427744,333.90000000000003,37.1,0.017341040462427744,0,333.90000000000003,0.0,0,333.90000000000003,0,0.0,37.1,0
47,2020-10-02T00:00:00,48,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31064VN,519,DL2-01-VBD,7,7,001/DL2/2020-2021,7,B123-04,khung gương ,0,PKV,NONE,PILLOW KINGDOM,0.01348747591522158,0.01348747591522158,259.7,37.1,0.01348747591522158,0,259.7,0.0,0,259.7,0,0.0,37.1,0
48,2020-10-02T00:00:00,49,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31063VN,519,DL2-01-VBD,7,7,001/DL2/2020-2021,7,B123-04,khung gương ,0,PKV,NONE,PILLOW KINGDOM,0.01348747591522158,0.01348747591522158,259.7,37.1,0.01348747591522158,0,259.7,0.0,0,259.7,0,0.0,37.1,0
49,2020-10-02T00:00:00,50,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31062VN,519,DL2-01-VBD,7,7,001/DL2/2020-2021,7,B123-04,khung gương ,0,PKV,NONE,PILLOW KINGDOM,0.01348747591522158,0.01348747591522158,259.7,37.1,0.01348747591522158,0,259.7,0.0,0,259.7,0,0.0,37.1,0
50,2020-10-02T00:00:00,51,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31062VN,79,DL2-01-VBD,10,9,001/DL2/2020-2021,9,B123-02,Tủ 5 Hộc ,0,PKV,NONE,PILLOW KINGDOM,0.12658227848101267,0.11392405063291139,1281.9,128.19,0.11392405063291139,1,1153.71,0.012658227848101266,0,1281.9,0,128.19,128.19,0
51,2020-10-02T00:00:00,52,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31063VN,79,DL2-01-VBD,10,8,001/DL2/2020-2021,8,B123-02,Tủ 5 Hộc ,0,PKV,NONE,PILLOW KINGDOM,0.12658227848101267,0.10126582278481013,1281.9,128.19,0.10126582278481013,2,1025.52,0.02531645569620253,0,1281.9,0,256.38,128.19,0
52,2020-10-02T00:00:00,53,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31064VN,79,DL2-01-VBD,10,10,001/DL2/2020-2021,10,B123-02,Tủ 5 Hộc ,0,PKV,NONE,PILLOW KINGDOM,0.12658227848101267,0.12658227848101267,1281.9,128.19,0.12658227848101267,0,1281.9,0.0,0,1281.9,0,0.0,128.19,0
53,2020-10-22T00:00:00,54,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31066VN,79,DL2-01-VBD,8,8,001/DL2/2020-2021,8,B123-02,Tủ 5 Hộc ,0,PKV,NONE,PILLOW KINGDOM,0.10126582278481013,0.10126582278481013,1025.52,128.19,0.10126582278481013,0,1025.52,0.0,0,1025.52,0,0.0,128.19,0
54,2020-10-22T00:00:00,55,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31065VN,79,DL2-01-VBD,10,10,001/DL2/2020-2021,10,B123-02,Tủ 5 Hộc ,0,PKV,NONE,PILLOW KINGDOM,0.12658227848101267,0.12658227848101267,1281.9,128.19,0.12658227848101267,0,1281.9,0.0,0,1281.9,0,0.0,128.19,0
55,2020-10-22T00:00:00,56,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31065VN,284,DL2-01-VBD,38,38,001/DL2/2020-2021,38,B123-01,tủ đầu giường 2 hộc ,0,PKV,NONE,PILLOW KINGDOM,0.13380281690140844,0.13380281690140844,2406.54,63.33,0.13380281690140844,0,2406.54,0.0,0,2406.54,0,0.0,63.33,0
56,2020-10-22T00:00:00,57,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31066VN,284,DL2-01-VBD,37,37,001/DL2/2020-2021,37,B123-01,tủ đầu giường 2 hộc ,0,PKV,NONE,PILLOW KINGDOM,0.13028169014084506,0.13028169014084506,2343.21,63.33,0.13028169014084506,0,2343.21,0.0,0,2343.21,0,0.0,63.33,0
57,2020-10-02T00:00:00,58,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31064VN,284,DL2-01-VBD,38,38,001/DL2/2020-2021,38,B123-01,tủ đầu giường 2 hộc ,0,PKV,NONE,PILLOW KINGDOM,0.13380281690140844,0.13380281690140844,2406.54,63.33,0.13380281690140844,0,2406.54,0.0,0,2406.54,0,0.0,63.33,0
58,2020-10-02T00:00:00,59,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31063VN,284,DL2-01-VBD,38,35,001/DL2/2020-2021,35,B123-01,tủ đầu giường 2 hộc ,0,PKV,NONE,PILLOW KINGDOM,0.13380281690140844,0.12323943661971831,2406.54,63.33,0.12323943661971831,3,2216.5499999999997,0.01056338028169014,0,2406.54,0,189.99,63.33,0
59,2020-10-02T00:00:00,60,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31062VN,284,DL2-01-VBD,38,38,001/DL2/2020-2021,38,B123-01,tủ đầu giường 2 hộc ,0,PKV,NONE,PILLOW KINGDOM,0.13380281690140844,0.13380281690140844,2406.54,63.33,0.13380281690140844,0,2406.54,0.0,0,2406.54,0,0.0,63.33,0
60,2020-10-02T00:00:00,61,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31062VN,64,DL2-01-VBD,17,14,001/DL2/2020-2021,14,B123-03,Tủ Gương 7 Hộc ,0,PKV,NONE,PILLOW KINGDOM,0.265625,0.21875,2676.31,157.43,0.21875,3,2204.02,0.046875,0,2676.31,0,472.29,157.43,0
61,2020-10-02T00:00:00,62,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31063VN,64,DL2-01-VBD,17,15,001/DL2/2020-2021,15,B123-03,Tủ Gương 7 Hộc ,0,PKV,NONE,PILLOW KINGDOM,0.265625,0.234375,2676.31,157.43,0.234375,2,2361.4500000000003,0.03125,0,2676.31,0,314.86,157.43,0
62,2020-10-02T00:00:00,63,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31064VN,64,DL2-01-VBD,17,17,001/DL2/2020-2021,17,B123-03,Tủ Gương 7 Hộc ,0,PKV,NONE,PILLOW KINGDOM,0.265625,0.265625,2676.31,157.43,0.265625,0,2676.31,0.0,0,2676.31,0,0.0,157.43,0
63,2020-10-22T00:00:00,64,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31066VN,64,DL2-01-VBD,17,17,001/DL2/2020-2021,17,B123-03,Tủ Gương 7 Hộc ,0,PKV,NONE,PILLOW KINGDOM,0.265625,0.265625,2676.31,157.43,0.265625,0,2676.31,0.0,0,2676.31,0,0.0,157.43,0
64,2020-10-22T00:00:00,65,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31065VN,64,DL2-01-VBD,17,17,001/DL2/2020-2021,17,B123-03,Tủ Gương 7 Hộc ,0,PKV,NONE,PILLOW KINGDOM,0.265625,0.265625,2676.31,157.43,0.265625,0,2676.31,0.0,0,2676.31,0,0.0,157.43,0
65,2020-10-22T00:00:00,66,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31065VN,103,DL2-01-VBD,8,8,001/DL2/2020-2021,8,B123-05,Tủ Tivi ,0,PKV,NONE,PILLOW KINGDOM,0.07766990291262135,0.07766990291262135,996.64,124.58,0.07766990291262135,0,996.64,0.0,0,996.64,0,0.0,124.58,0
66,2020-10-22T00:00:00,67,2020-10-22T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31066VN,103,DL2-01-VBD,9,9,001/DL2/2020-2021,9,B123-05,Tủ Tivi ,0,PKV,NONE,PILLOW KINGDOM,0.08737864077669903,0.08737864077669903,1121.22,124.58,0.08737864077669903,0,1121.22,0.0,0,1121.22,0,0.0,124.58,0
67,2020-10-02T00:00:00,68,2020-10-02T00:00:00,Mr. Duy,BINH DUONG,0,US,FA,USD,31064VN,103,DL2-01-VBD,8,8,001/DL2/2020-2021,8,B123-05,Tủ Tivi ,0,PKV,NONE,PILLOW KINGDOM,0.07766990291262135,0.07766990291262135,996.64,124.58,0.07766990291262135,0,996.64,0.0,0,996.64,0,0.0,124.58,0
